codepoint,base_unicode,joining_group,char_class,label
64841,﵉,NO_JOIN,symbol,64841_symbol
64842,﵊,NO_JOIN,symbol,64842_symbol
64843,﵋,NO_JOIN,symbol,64843_symbol
64844,﵌,NO_JOIN,symbol,64844_symbol
64845,﵍,NO_JOIN,symbol,64845_symbol
64846,﵎,NO_JOIN,symbol,64846_symbol
64847,﵏,NO_JOIN,symbol,64847_symbol
64848,ﵐ,"BEH,HAH,MEEM",liga,64848_liga
64849,ﵑ,"BEH,HAH,HAH",liga,64849_liga
64850,ﵒ,"BEH,HAH,HAH",liga,64850_liga
64851,ﵓ,"BEH,HAH,MEEM",liga,64851_liga
64852,ﵔ,"BEH,HAH,MEEM",liga,64852_liga
64853,ﵕ,"BEH,MEEM,HAH",liga,64853_liga
64854,ﵖ,"BEH,MEEM,HAH",liga,64854_liga
64855,ﵗ,"BEH,MEEM,HAH",liga,64855_liga
64856,ﵘ,"HAH,MEEM,HAH",liga,64856_liga
64857,ﵙ,"HAH,MEEM,HAH",liga,64857_liga
64858,ﵚ,"HAH,MEEM,YEH",liga,64858_liga
64859,ﵛ,"HAH,MEEM,YEH",liga,64859_liga
64860,ﵜ,"SEEN,HAH,HAH",liga,64860_liga
64861,ﵝ,"SEEN,HAH,HAH",liga,64861_liga
64862,ﵞ,"SEEN,HAH,YEH",liga,64862_liga
64863,ﵟ,"SEEN,MEEM,HAH",liga,64863_liga
64864,ﵠ,"SEEN,MEEM,HAH",liga,64864_liga
64865,ﵡ,"SEEN,MEEM,HAH",liga,64865_liga
64866,ﵢ,"SEEN,MEEM,MEEM",liga,64866_liga
64867,ﵣ,"SEEN,MEEM,MEEM",liga,64867_liga
64868,ﵤ,"SAD,HAH,HAH",liga,64868_liga
64869,ﵥ,"SAD,HAH,HAH",liga,64869_liga
64870,ﵦ,"SAD,MEEM,MEEM",liga,64870_liga
64871,ﵧ,"SEEN,HAH,MEEM",liga,64871_liga
64872,ﵨ,"SEEN,HAH,MEEM",liga,64872_liga
64873,ﵩ,"SEEN,HAH,YEH",liga,64873_liga
64874,ﵪ,"SEEN,MEEM,HAH",liga,64874_liga
64875,ﵫ,"SEEN,MEEM,HAH",liga,64875_liga
64876,ﵬ,"SEEN,MEEM,MEEM",liga,64876_liga
64877,ﵭ,"SEEN,MEEM,MEEM",liga,64877_liga
64878,ﵮ,"SAD,HAH,YEH",liga,64878_liga
64879,ﵯ,"SAD,HAH,MEEM",liga,64879_liga
64880,ﵰ,"SAD,HAH,MEEM",liga,64880_liga
64881,ﵱ,"TAH,MEEM,HAH",liga,64881_liga
64882,ﵲ,"TAH,MEEM,HAH",liga,64882_liga
64883,ﵳ,"TAH,MEEM,MEEM",liga,64883_liga
64884,ﵴ,"TAH,MEEM,YEH",liga,64884_liga
64885,ﵵ,"AIN,HAH,MEEM",liga,64885_liga
64886,ﵶ,"AIN,MEEM,MEEM",liga,64886_liga
64887,ﵷ,"AIN,MEEM,MEEM",liga,64887_liga
64888,ﵸ,"AIN,MEEM,YEH",liga,64888_liga
64889,ﵹ,"AIN,MEEM,MEEM",liga,64889_liga
64890,ﵺ,"AIN,MEEM,YEH",liga,64890_liga
64891,ﵻ,"AIN,MEEM,YEH",liga,64891_liga
64892,ﵼ,"FEH,HAH,MEEM",liga,64892_liga
64893,ﵽ,"FEH,HAH,MEEM",liga,64893_liga
64894,ﵾ,"QAF,MEEM,HAH",liga,64894_liga
64895,ﵿ,"QAF,MEEM,MEEM",liga,64895_liga
64896,ﶀ,"LAM,HAH,MEEM",liga,64896_liga
64897,ﶁ,"LAM,HAH,YEH",liga,64897_liga
64898,ﶂ,"LAM,HAH,YEH",liga,64898_liga
64899,ﶃ,"LAM,HAH,HAH",liga,64899_liga
64900,ﶄ,"LAM,HAH,HAH",liga,64900_liga
64901,ﶅ,"LAM,HAH,MEEM",liga,64901_liga
64902,ﶆ,"LAM,HAH,MEEM",liga,64902_liga
64903,ﶇ,"LAM,MEEM,HAH",liga,64903_liga
64904,ﶈ,"LAM,MEEM,HAH",liga,64904_liga
64905,ﶉ,"MEEM,HAH,HAH",liga,64905_liga
64906,ﶊ,"MEEM,HAH,MEEM",liga,64906_liga
64907,ﶋ,"MEEM,HAH,YEH",liga,64907_liga
64908,ﶌ,"MEEM,HAH,HAH",liga,64908_liga
64909,ﶍ,"MEEM,HAH,MEEM",liga,64909_liga
64910,ﶎ,"MEEM,HAH,HAH",liga,64910_liga
64911,ﶏ,"MEEM,HAH,MEEM",liga,64911_liga
64914,ﶒ,"MEEM,HAH,HAH",liga,64914_liga
64915,ﶓ,"HEH,MEEM,HAH",liga,64915_liga
64916,ﶔ,"HEH,MEEM,MEEM",liga,64916_liga
64917,ﶕ,"NOON,HAH,MEEM",liga,64917_liga
64918,ﶖ,"NOON,HAH,YEH",liga,64918_liga
64919,ﶗ,"NOON,HAH,MEEM",liga,64919_liga
64920,ﶘ,"NOON,HAH,MEEM",liga,64920_liga
64921,ﶙ,"NOON,HAH,YEH",liga,64921_liga
64922,ﶚ,"NOON,MEEM,YEH",liga,64922_liga
64923,ﶛ,"NOON,MEEM,YEH",liga,64923_liga
64924,ﶜ,"YEH,MEEM,MEEM",liga,64924_liga
64925,ﶝ,"YEH,MEEM,MEEM",liga,64925_liga
64926,ﶞ,"BEH,HAH,YEH",liga,64926_liga
64927,ﶟ,"BEH,HAH,YEH",liga,64927_liga
64928,ﶠ,"BEH,HAH,YEH",liga,64928_liga
64929,ﶡ,"BEH,HAH,YEH",liga,64929_liga
64930,ﶢ,"BEH,HAH,YEH",liga,64930_liga
64931,ﶣ,"BEH,MEEM,YEH",liga,64931_liga
64932,ﶤ,"BEH,MEEM,YEH",liga,64932_liga
64933,ﶥ,"HAH,MEEM,YEH",liga,64933_liga
64934,ﶦ,"HAH,HAH,YEH",liga,64934_liga
64935,ﶧ,"HAH,MEEM,YEH",liga,64935_liga
64936,ﶨ,"SEEN,HAH,YEH",liga,64936_liga
64937,ﶩ,"SAD,HAH,YEH",liga,64937_liga
64938,ﶪ,"SEEN,HAH,YEH",liga,64938_liga
64939,ﶫ,"SAD,HAH,YEH",liga,64939_liga
64940,ﶬ,"LAM,HAH,YEH",liga,64940_liga
64941,ﶭ,"LAM,MEEM,YEH",liga,64941_liga
64942,ﶮ,"YEH,HAH,YEH",liga,64942_liga
64943,ﶯ,"YEH,HAH,YEH",liga,64943_liga
64944,ﶰ,"YEH,MEEM,YEH",liga,64944_liga
64945,ﶱ,"MEEM,MEEM,YEH",liga,64945_liga
64946,ﶲ,"QAF,MEEM,YEH",liga,64946_liga
64947,ﶳ,"NOON,HAH,YEH",liga,64947_liga
64948,ﶴ,"QAF,MEEM,HAH",liga,64948_liga
64949,ﶵ,"LAM,HAH,MEEM",liga,64949_liga
64950,ﶶ,"AIN,MEEM,YEH",liga,64950_liga
64951,ﶷ,"KAF,MEEM,YEH",liga,64951_liga
64952,ﶸ,"NOON,HAH,HAH",liga,64952_liga
64953,ﶹ,"MEEM,HAH,YEH",liga,64953_liga
64954,ﶺ,"LAM,HAH,MEEM",liga,64954_liga
64955,ﶻ,"KAF,MEEM,MEEM",liga,64955_liga
64956,ﶼ,"LAM,HAH,MEEM",liga,64956_liga
64957,ﶽ,"NOON,HAH,HAH",liga,64957_liga
64958,ﶾ,"HAH,HAH,YEH",liga,64958_liga
64959,ﶿ,"HAH,HAH,YEH",liga,64959_liga
64960,ﷀ,"MEEM,HAH,YEH",liga,64960_liga
64961,ﷁ,"FEH,MEEM,YEH",liga,64961_liga
64962,ﷂ,"BEH,HAH,YEH",liga,64962_liga
64963,ﷃ,"KAF,MEEM,MEEM",liga,64963_liga
64964,ﷄ,"AIN,HAH,MEEM",liga,64964_liga
64965,ﷅ,"SAD,MEEM,MEEM",liga,64965_liga
64966,ﷆ,"SEEN,HAH,YEH",liga,64966_liga
64967,ﷇ,"NOON,HAH,YEH",liga,64967_liga
64975,﷏,NO_JOIN,symbol,64975_symbol
65008,ﷰ,"SAD,LAM,YEH BARREE",liga,65008_liga
65009,ﷱ,"QAF,LAM,YEH BARREE",liga,65009_liga
65010,ﷲ,"ALEF,LAM,LAM,HEH",liga,65010_liga
65011,ﷳ,"ALEF,KAF,BEH,REH",liga,65011_liga
65012,ﷴ,"MEEM,HAH,MEEM,DAL",liga,65012_liga
65013,ﷵ,"SAD,LAM,AIN,MEEM",liga,65013_liga
65014,ﷶ,"REH,SEEN,WAW,LAM",liga,65014_liga
65015,ﷷ,"AIN,LAM,YEH,HEH",liga,65015_liga
65016,ﷸ,"WAW,SEEN,LAM,MEEM",liga,65016_liga
65017,ﷹ,"SAD,LAM,YEH",liga,65017_liga
65018,ﷺ,"SAD,LAM,YEH,SPACE,ALEF,LAM,LAM,HEH,SPACE,AIN,LAM,YEH,HEH,SPACE,WAW,SEEN,LAM,MEEM",liga,65018_liga
65019,ﷻ,"HAH,LAM,SPACE,HAH,LAM,ALEF,LAM,HEH",liga,65019_liga
65020,﷼,"REH,YEH,ALEF,LAM",liga,65020_liga
65021,﷽,NO_JOIN,symbol,65021_symbol
65022,﷾,NO_JOIN,symbol,65022_symbol
65023,﷿,NO_JOIN,symbol,65023_symbol
65152,ﺀ,NO_JOIN,isol,65152_isol
65153,ﺁ,ALEF,isol,65153_isol
65154,ﺂ,ALEF,final,65154_final
65155,ﺃ,ALEF,isol,65155_isol
65156,ﺄ,ALEF,final,65156_final
65157,ﺅ,WAW,isol,65157_isol
65158,ﺆ,WAW,final,65158_final
65159,ﺇ,ALEF,isol,65159_isol
65160,ﺈ,ALEF,final,65160_final
65161,ﺉ,YEH,isol,65161_isol
65162,ﺊ,YEH,final,65162_final
65163,ﺋ,YEH,init,65163_init
65164,ﺌ,YEH,medi,65164_medi
65165,ﺍ,ALEF,isol,65165_isol
65166,ﺎ,ALEF,final,65166_final
65167,ﺏ,BEH,isol,65167_isol
65168,ﺐ,BEH,final,65168_final
65169,ﺑ,BEH,init,65169_init
65170,ﺒ,BEH,medi,65170_medi
65171,ﺓ,TEH MARBUTA,isol,65171_isol
65172,ﺔ,TEH MARBUTA,final,65172_final
65173,ﺕ,BEH,isol,65173_isol
65174,ﺖ,BEH,final,65174_final
65175,ﺗ,BEH,init,65175_init
65176,ﺘ,BEH,medi,65176_medi
65177,ﺙ,BEH,isol,65177_isol
65178,ﺚ,BEH,final,65178_final
65179,ﺛ,BEH,init,65179_init
65180,ﺜ,BEH,medi,65180_medi
65181,ﺝ,HAH,isol,65181_isol
65182,ﺞ,HAH,final,65182_final
65183,ﺟ,HAH,init,65183_init
65184,ﺠ,HAH,medi,65184_medi
65185,ﺡ,HAH,isol,65185_isol
65186,ﺢ,HAH,final,65186_final
65187,ﺣ,HAH,init,65187_init
65188,ﺤ,HAH,medi,65188_medi
65189,ﺥ,HAH,isol,65189_isol
65190,ﺦ,HAH,final,65190_final
65191,ﺧ,HAH,init,65191_init
65192,ﺨ,HAH,medi,65192_medi
65193,ﺩ,DAL,isol,65193_isol
65194,ﺪ,DAL,final,65194_final
65195,ﺫ,DAL,isol,65195_isol
65196,ﺬ,DAL,final,65196_final
65197,ﺭ,REH,isol,65197_isol
65198,ﺮ,REH,final,65198_final
65199,ﺯ,REH,isol,65199_isol
65200,ﺰ,REH,final,65200_final
65201,ﺱ,SEEN,isol,65201_isol
65202,ﺲ,SEEN,final,65202_final
65203,ﺳ,SEEN,init,65203_init
65204,ﺴ,SEEN,medi,65204_medi
65205,ﺵ,SEEN,isol,65205_isol
65206,ﺶ,SEEN,final,65206_final
65207,ﺷ,SEEN,init,65207_init
65208,ﺸ,SEEN,medi,65208_medi
65209,ﺹ,SAD,isol,65209_isol
65210,ﺺ,SAD,final,65210_final
65211,ﺻ,SAD,init,65211_init
65212,ﺼ,SAD,medi,65212_medi
65213,ﺽ,SAD,isol,65213_isol
65214,ﺾ,SAD,final,65214_final
65215,ﺿ,SAD,init,65215_init
65216,ﻀ,SAD,medi,65216_medi
65217,ﻁ,TAH,isol,65217_isol
65218,ﻂ,TAH,final,65218_final
65219,ﻃ,TAH,init,65219_init
65220,ﻄ,TAH,medi,65220_medi
65221,ﻅ,TAH,isol,65221_isol
65222,ﻆ,TAH,final,65222_final
65223,ﻇ,TAH,init,65223_init
65224,ﻈ,TAH,medi,65224_medi
65225,ﻉ,AIN,isol,65225_isol
65226,ﻊ,AIN,final,65226_final
65227,ﻋ,AIN,init,65227_init
65228,ﻌ,AIN,medi,65228_medi
65229,ﻍ,AIN,isol,65229_isol
65230,ﻎ,AIN,final,65230_final
65231,ﻏ,AIN,init,65231_init
65232,ﻐ,AIN,medi,65232_medi
65233,ﻑ,FEH,isol,65233_isol
65234,ﻒ,FEH,final,65234_final
65235,ﻓ,FEH,init,65235_init
65236,ﻔ,FEH,medi,65236_medi
65237,ﻕ,QAF,isol,65237_isol
65238,ﻖ,QAF,final,65238_final
65239,ﻗ,QAF,init,65239_init
65240,ﻘ,QAF,medi,65240_medi
65241,ﻙ,KAF,isol,65241_isol
65242,ﻚ,KAF,final,65242_final
65243,ﻛ,KAF,init,65243_init
65244,ﻜ,KAF,medi,65244_medi
65245,ﻝ,LAM,isol,65245_isol
65246,ﻞ,LAM,final,65246_final
65247,ﻟ,LAM,init,65247_init
65248,ﻠ,LAM,medi,65248_medi
65249,ﻡ,MEEM,isol,65249_isol
65250,ﻢ,MEEM,final,65250_final
65251,ﻣ,MEEM,init,65251_init
65252,ﻤ,MEEM,medi,65252_medi
65253,ﻥ,NOON,isol,65253_isol
65254,ﻦ,NOON,final,65254_final
65255,ﻧ,NOON,init,65255_init
65256,ﻨ,NOON,medi,65256_medi
65257,ﻩ,HEH,isol,65257_isol
65258,ﻪ,HEH,final,65258_final
65259,ﻫ,HEH,init,65259_init
65260,ﻬ,HEH,medi,65260_medi
65261,ﻭ,WAW,isol,65261_isol
65262,ﻮ,WAW,final,65262_final
65263,ﻯ,YEH,isol,65263_isol
65264,ﻰ,YEH,final,65264_final
65265,ﻱ,YEH,isol,65265_isol
65266,ﻲ,YEH,final,65266_final
65267,ﻳ,YEH,init,65267_init
65268,ﻴ,YEH,medi,65268_medi
65269,ﻵ,"LAM,ALEF",liga,65269_liga
65270,ﻶ,"LAM,ALEF",liga,65270_liga
65271,ﻷ,"LAM,ALEF",liga,65271_liga
65272,ﻸ,"LAM,ALEF",liga,65272_liga
65273,ﻹ,"LAM,ALEF",liga,65273_liga
65274,ﻺ,"LAM,ALEF",liga,65274_liga
65275,ﻻ,"LAM,ALEF",liga,65275_liga
65276,ﻼ,"LAM,ALEF",liga,65276_liga
33,!,!,punctuation,33_punctuation
34,"""","""",punctuation,34_punctuation
35,#,#,symbol,35_symbol
36,$,$,symbol,36_symbol
37,%,%,symbol,37_symbol
38,&,&,punctuation,38_punctuation
39,',',punctuation,39_punctuation
40,(,(,symbol,40_symbol
41,),),symbol,41_symbol
42,*,*,symbol,42_symbol
43,+,+,symbol,43_symbol
44,",",",",punctuation,44_punctuation
45,-,-,punctuation,45_punctuation
46,.,.,punctuation,46_punctuation
47,/,/,symbol,47_symbol
48,0,0,latin_digit,48_latin_digit
49,1,1,latin_digit,49_latin_digit
50,2,2,latin_digit,50_latin_digit
51,3,3,latin_digit,51_latin_digit
52,4,4,latin_digit,52_latin_digit
53,5,5,latin_digit,53_latin_digit
54,6,6,latin_digit,54_latin_digit
55,7,7,latin_digit,55_latin_digit
56,8,8,latin_digit,56_latin_digit
57,9,9,latin_digit,57_latin_digit
58,:,:,punctuation,58_punctuation
59,;,;,punctuation,59_punctuation
60,<,<,symbol,60_symbol
61,=,=,symbol,61_symbol
62,>,>,symbol,62_symbol
63,?,?,punctuation,63_punctuation
64,@,@,symbol,64_symbol
65,A,A,latin,65_latin
66,B,B,latin,66_latin
67,C,C,latin,67_latin
68,D,D,latin,68_latin
69,E,E,latin,69_latin
70,F,F,latin,70_latin
71,G,G,latin,71_latin
72,H,H,latin,72_latin
73,I,I,latin,73_latin
74,J,J,latin,74_latin
75,K,K,latin,75_latin
76,L,L,latin,76_latin
77,M,M,latin,77_latin
78,N,N,latin,78_latin
79,O,O,latin,79_latin
80,P,P,latin,80_latin
81,Q,Q,latin,81_latin
82,R,R,latin,82_latin
83,S,S,latin,83_latin
84,T,T,latin,84_latin
85,U,U,latin,85_latin
86,V,V,latin,86_latin
87,W,W,latin,87_latin
88,X,X,latin,88_latin
89,Y,Y,latin,89_latin
90,Z,Z,latin,90_latin
91,[,[,symbol,91_symbol
92,\,\,symbol,92_symbol
93,],],symbol,93_symbol
94,^,^,symbol,94_symbol
95,_,_,symbol,95_symbol
96,`,`,symbol,96_symbol
97,a,a,latin,97_latin
98,b,b,latin,98_latin
99,c,c,latin,99_latin
100,d,d,latin,100_latin
101,e,e,latin,101_latin
102,f,f,latin,102_latin
103,g,g,latin,103_latin
104,h,h,latin,104_latin
105,i,i,latin,105_latin
106,j,j,latin,106_latin
107,k,k,latin,107_latin
108,l,l,latin,108_latin
109,m,m,latin,109_latin
110,n,n,latin,110_latin
111,o,o,latin,111_latin
112,p,p,latin,112_latin
113,q,q,latin,113_latin
114,r,r,latin,114_latin
115,s,s,latin,115_latin
116,t,t,latin,116_latin
117,u,u,latin,117_latin
118,v,v,latin,118_latin
119,w,w,latin,119_latin
120,x,x,latin,120_latin
121,y,y,latin,121_latin
122,z,z,latin,122_latin
123,{,{,symbol,123_symbol
125,},},symbol,125_symbol
126,~,~,symbol,126_symbol
